Country,Continent,Capital City,Abbreviation,Fact 1,Fact 1 Source,Fact 2,Fact 2 Source,Fact 3,Fact 3 Source,Fact 4,Fact 4 Source,Fact 5,Fact 5 Source,Fact 6,Fact 6 Source,Fact 7,Fact 7 Source,Fact 8,Fact 8 Source,Fact 9,Fact 9 Source,Fact 10,Fact 10 Source,Fact 11,Fact 11 Source,Fact 12,Fact 12 Source,Fact 13,Fact 13 Source,Fact 14,Fact 14 Source,Fact 15,Fact 15 Source,Fact 16,Fact 16 Source,Fact 17,Fact 17 Source,Fact 18,Fact 18 Source,Fact 19,Fact 19 Source,Fact 20,Fact 20 Source,Fact 21,Fact 21 Source,Fact 22,Fact 22 Source,Fact 23,Fact 23 Source,Fact 24,Fact 24 Source,Fact 25,Fact 25 Source,Fact 26,Fact 26 Source,Fact 27,Fact 27 Source,Fact 28,Fact 28 Source,Fact 29,Fact 29 Source,Fact 30,Fact 30 Source,Fact 31,Fact 31 Source,Fact 32,Fact 32 Source,Fact 33,Fact 33 Source,Fact 34,Fact 34 Source,Fact 35,Fact 35 Source,Fact 36,Fact 36 Source,Fact 37,Fact 37 Source,Fact 38,Fact 38 Source,Fact 39,Fact 39 Source,Fact 40,Fact 40 Source,Fact 41,Fact 41 Source,Fact 42,Fact 42 Source,Fact 43,Fact 43 Source,Fact 44,Fact 44 Source,Fact 45,Fact 45 Source,Fact 46,Fact 46 Source,Fact 47,Fact 47 Source,Fact 48,Fact 48 Source,Fact 49,Fact 49 Source,Fact 50,Fact 50 Source
Syria,Asia,Damascus,SYR,"Home to the ancient city of Palmyra, which was a vital trading hub and is known for its monumental ruins, including the Temple of Bel.",https://en.wikipedia.org/wiki/Palmyra,"The world's oldest known love poem was discovered in the ancient city of Ugarit, dating back to around 1400 BC.",https://en.wikipedia.org/wiki/Ugarit,"The country has a rich tradition of storytelling, with the famous tale of 'The Fisherman and the Jinni' originating from the One Thousand and One Nights, which has roots in the region.",https://en.wikipedia.org/wiki/One_Thousand_and_One_Nights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,Asia,Dushanbe,TJK,"It is home to the world's highest mountain range, the Pamirs, often referred to as the 'Roof of the World'.",https://en.wikipedia.org/wiki/Pamir_Mountains,"The country has a unique tradition of 'Navruz', a spring festival that celebrates the Persian New Year with various cultural activities and rituals.",https://en.wikipedia.org/wiki/Navruz,"This country has a national sport called 'Buzkashi', which involves horse-mounted players trying to place a goat carcass in a goal.",https://en.wikipedia.org/wiki/Buzkashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,Africa,Dodoma,TZA,"Home to the world's largest unbroken caldera, Ngorongoro Crater, which is often referred to as a 'Garden of Eden' due to its rich wildlife.",https://en.wikipedia.org/wiki/Ngorongoro_Crater,"The country has a unique tradition of 'Sukuma' dance, which involves energetic movements and is performed during various celebrations.",https://en.wikipedia.org/wiki/Sukuma_people#Culture,"It is one of the few places in the world where you can find the endangered species of giraffe known as the Rothschild's giraffe, which has distinctively light-colored patches.",https://en.wikipedia.org/wiki/Rothschild%27s_giraffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,Asia,Bangkok,THA,"The world's smallest mammal, the bumblebee bat, is found in this country.",https://en.wikipedia.org/wiki/Kitti%27s_hog-nosed_bat,"This country is home to the world's largest solid gold Buddha statue, weighing 5.5 tons.",https://en.wikipedia.org/wiki/Golden_Buddha_(statue),"The national flag of this country is one of the oldest in the world, having been adopted in 1917.",https://en.wikipedia.org/wiki/Flag_of_Thailand,This country has a festival where monkeys are served a buffet of fruits and vegetables.,https://en.wikipedia.org/wiki/Lopburi#Monkey_Buffet_Festival,The world's largest crocodile farm is located in this country.,https://en.wikipedia.org/wiki/Samut_Prakan_Crocodile_Farm_and_Zoo,"This country has a bridge known as the 'Bridge over the River Kwai,' made famous by a novel and film.",https://en.wikipedia.org/wiki/The_Bridge_on_the_River_Kwai,"The national sport of this country is Muay Thai, a form of kickboxing.",https://en.wikipedia.org/wiki/Muay_Thai,"This country is home to the world's largest fish, the whale shark, which can be found in its waters.",https://en.wikipedia.org/wiki/Whale_shark,"The country has a unique festival called Songkran, which is celebrated with a nationwide water fight.",https://en.wikipedia.org/wiki/Songkran_(Thailand),This country has a temple made entirely of beer bottles.,https://en.wikipedia.org/wiki/Wat_Pa_Maha_Chedi_Kaew,"The country is known for its floating markets, where vendors sell goods from boats.",https://en.wikipedia.org/wiki/Floating_market,This country has a railway market where vendors pull back their stalls as trains pass through.,https://en.wikipedia.org/wiki/Maeklong_Railway_Market,The country is home to a sanctuary where elephants paint pictures.,https://en.wikipedia.org/wiki/Elephant_Painting,"This country has a festival where lanterns are released into the sky, known as Yi Peng.",https://en.wikipedia.org/wiki/Yi_Peng,"The country has a unique dish called 'dancing shrimp,' which consists of live shrimp.",https://en.wikipedia.org/wiki/Goong_ten,This country has a temple with a staircase guarded by a seven-headed serpent.,https://en.wikipedia.org/wiki/Wat_Phra_That_Doi_Suthep,The country is home to a giant reclining Buddha statue that is 46 meters long.,https://en.wikipedia.org/wiki/Wat_Pho,This country has a festival where people release fish and birds to earn merit.,https://en.wikipedia.org/wiki/Loy_Krathong,The country has a unique tradition of building sand pagodas during the Songkran festival.,https://en.wikipedia.org/wiki/Sand_pagoda,"This country has a temple known as the 'White Temple,' famous for its intricate design.",https://en.wikipedia.org/wiki/Wat_Rong_Khun,The country is home to a unique type of catfish that can walk on land.,https://en.wikipedia.org/wiki/Walking_catfish,This country has a festival where people climb a mountain to pay homage to a footprint of Buddha.,https://en.wikipedia.org/wiki/Phra_Phra_Daeng,The country has a unique tradition of tattooing monks with sacred designs for protection.,https://en.wikipedia.org/wiki/Sak_Yant,This country has a festival where people compete in longboat races.,https://en.wikipedia.org/wiki/Boat_racing_festival,"The country is home to a unique type of fruit called the 'durian,' known for its strong odor.",https://en.wikipedia.org/wiki/Durian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,Asia,Dili,TLS,The country has a unique two-season climate: a wet season from December to April and a dry season from May to November.,https://en.wikipedia.org/wiki/Timor-Leste#Climate,"The country is home to the critically endangered Yellow-crested Cockatoo, which is native to the region.",https://en.wikipedia.org/wiki/Timor-Leste#Fauna,"The country has a rich tradition of tais weaving, which is a form of traditional textile art.",https://en.wikipedia.org/wiki/Timor-Leste#Culture,The country is one of the few places in the world where the crocodile is considered a sacred animal and is part of local mythology.,https://en.wikipedia.org/wiki/Timor-Leste#Mythology,"The country has a unique blend of Portuguese and Indonesian influences in its cuisine, reflecting its colonial history.",https://en.wikipedia.org/wiki/Timor-Leste#Cuisine,"The country has a national park, Nino Konis Santana National Park, which is the first and only national park in the country.",https://en.wikipedia.org/wiki/Timor-Leste#Protected_areas,"The country has a distinctive form of martial art called pencak silat, which is practiced widely.",https://en.wikipedia.org/wiki/Timor-Leste#Sports,The country has a unique linguistic landscape with over 30 indigenous languages spoken.,https://en.wikipedia.org/wiki/Timor-Leste#Languages,"The country is one of the few countries in the world where coffee is a major export product, with coffee cultivation dating back to the colonial period.",https://en.wikipedia.org/wiki/Timor-Leste#Economy,"The country has a vibrant tradition of storytelling and oral history, which plays a crucial role in preserving its cultural heritage.",https://en.wikipedia.org/wiki/Timor-Leste#Oral_traditions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,Africa,Lomé,TGO,"It is home to the world's largest statue of a black woman, the Monument de l'Indépendance, which stands at 40 meters tall.",https://en.wikipedia.org/wiki/Monument_de_l%27Ind%C3%A9pendance,"The country has a unique tradition of voodoo, with a national holiday dedicated to the celebration of this religion.",https://en.wikipedia.org/wiki/Voodoo_in_Togo,"This country has a unique form of traditional wrestling called 'lutte,' which is a popular sport and cultural event in the country.",https://en.wikipedia.org/wiki/Wrestling_in_Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,N. America,Port of Spain,TTO,"The steelpan, a musical instrument made from industrial drums, originated here and is the only acoustic instrument invented in the 20th century.",https://en.wikipedia.org/wiki/Steelpan,"It is home to the world's largest natural deposit of asphalt, known as the Pitch Lake.",https://en.wikipedia.org/wiki/Pitch_Lake,"The country has a unique festival called 'Goat and Crab Racing,' which is exactly what it sounds like.",https://en.wikipedia.org/wiki/Goat_racing,It is one of the few places in the world where leatherback turtles come to nest in large numbers.,https://en.wikipedia.org/wiki/Leatherback_sea_turtle,"The country has a unique dish called 'Doubles,' which consists of two pieces of flatbread filled with curried chickpeas.",https://en.wikipedia.org/wiki/Doubles_(food),"It is the birthplace of the limbo dance, a popular dance form that involves bending backward under a horizontal bar.",https://en.wikipedia.org/wiki/Limbo_(dance),"The country has a unique species of hummingbird known as the Tufted Coquette, one of the smallest birds in the world.",https://en.wikipedia.org/wiki/Tufted_coquette,"It is home to the world's largest brain coral, located at Speyside Reef.",https://en.wikipedia.org/wiki/Brain_coral,"The country has a unique Christmas tradition called 'Parang,' which involves singing Spanish-influenced folk music.",https://en.wikipedia.org/wiki/Parang_music,"It is one of the few countries in the world where you can find the rare Scarlet Ibis, a bright red bird.",https://en.wikipedia.org/wiki/Scarlet_ibis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tunisia,Africa,Tunis,TUN,"Home to the ancient city of Carthage, which was once a major rival of Rome and is famous for its legendary general Hannibal.",https://en.wikipedia.org/wiki/Carthage,"The country has a unique tradition of making a dish called 'brik', which is a thin pastry filled with egg and other ingredients, often served as a snack or appetizer.",https://en.wikipedia.org/wiki/Brik,"Tunisia is known for its diverse landscapes, including the Sahara Desert, Mediterranean beaches, and the Atlas Mountains, all within its borders.",https://en.wikipedia.org/wiki/Geography_of_Tunisia,"The country has a rich history of producing olive oil, with over 80 million olive trees, making it one of the largest producers in the world.",https://en.wikipedia.org/wiki/Olive_oil#Tunisia,"Tunisia is home to the world's oldest known university, the University of al-Zaytuna, founded in the 8th century.",https://en.wikipedia.org/wiki/University_of_al-Zaytuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,Asia,Ankara,TUR,"The country is home to the world's oldest known human settlement, Göbekli Tepe, which dates back to around 9600 BC.",https://en.wikipedia.org/wiki/G%C3%B6bekli_Tepe,"The country has a city, Mardin, where the buildings are made entirely of limestone and have a unique architectural style.",https://en.wikipedia.org/wiki/Mardin,"The country is the birthplace of Santa Claus, known as Saint Nicholas, who was born in Patara.",https://en.wikipedia.org/wiki/Saint_Nicholas,"The country has a town named Batman, which has gained international attention due to its name's association with the fictional superhero.","https://en.wikipedia.org/wiki/Batman,_Turkey","The country is home to the world's largest and oldest covered market, the Grand Bazaar, which has over 4,000 shops.","https://en.wikipedia.org/wiki/Grand_Bazaar,_Istanbul","The country has a unique form of wrestling called oil wrestling, where participants are doused in olive oil.",https://en.wikipedia.org/wiki/Oil_wrestling,"The country is home to the ancient city of Troy, made famous by Homer's epic poems.",https://en.wikipedia.org/wiki/Troy,"The country has a region called Cappadocia, known for its fairy chimneys and hot air balloon rides.",https://en.wikipedia.org/wiki/Cappadocia,"The country is the origin of the tulip, which was later popularized in the Netherlands.",https://en.wikipedia.org/wiki/Tulip,"The country has a dessert called baklava, which is made of layers of filo pastry filled with nuts and honey.",https://en.wikipedia.org/wiki/Baklava,"The country has a unique form of music called Turkish classical music, which has a history of over 500 years.",https://en.wikipedia.org/wiki/Turkish_classical_music,"The country is home to Mount Ararat, which is traditionally considered the resting place of Noah's Ark.",https://en.wikipedia.org/wiki/Mount_Ararat,"The country has a city, Ephesus, which is home to one of the Seven Wonders of the Ancient World, the Temple of Artemis.",https://en.wikipedia.org/wiki/Ephesus,"The country has a unique form of dance called the whirling dervishes, which is a form of active meditation.",https://en.wikipedia.org/wiki/Whirling_dervish,"The country is home to the Bosphorus Strait, which separates two continents.",https://en.wikipedia.org/wiki/Bosphorus,"The country has a unique form of coffee, known as Turkish coffee, which is prepared using very finely ground coffee beans.",https://en.wikipedia.org/wiki/Turkish_coffee,"The country has a city, Antalya, which is known as the gateway to the Turkish Riviera.",https://en.wikipedia.org/wiki/Antalya,"The country has a unique form of art called Ebru, or paper marbling, which involves creating patterns on water and transferring them to paper.",https://en.wikipedia.org/wiki/Ebru,"The country is home to the ancient region of Lycia, known for its rock-cut tombs and ancient ruins.",https://en.wikipedia.org/wiki/Lycia,"The country has a unique form of theater called Karagöz, which is a traditional shadow puppet play.",https://en.wikipedia.org/wiki/Karag%C3%B6z_and_Hacivat,"The country has a city, Izmir, which hosts one of the oldest fairs in the world, the Izmir International Fair.",https://en.wikipedia.org/wiki/Izmir_International_Fair,"The country has a unique form of architecture called Seljuk architecture, which is characterized by its intricate stone carvings and tile work.",https://en.wikipedia.org/wiki/Seljuk_architecture,"The country is home to the ancient city of Pergamon, known for its library, which was one of the largest in the ancient world.",https://en.wikipedia.org/wiki/Pergamon,The country has a unique form of cuisine that includes dishes like döner kebab and meze.,https://en.wikipedia.org/wiki/Turkish_cuisine,"The country has a city, Bursa, which is known for its thermal baths and as the birthplace of the Ottoman Empire.",https://en.wikipedia.org/wiki/Bursa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,Asia,Ashgabat,TKM,"The country is home to the Darvaza Gas Crater, also known as the 'Door to Hell,' a natural gas field that has been burning continuously since 1971.",https://en.wikipedia.org/wiki/Darvaza_gas_crater,"The country has a national holiday dedicated to melons, celebrated on the second Sunday of August each year.",https://en.wikipedia.org/wiki/Melon_Day,"The country has one of the largest reserves of natural gas in the world, ranking fourth globally.",https://en.wikipedia.org/wiki/Energy_in_Turkmenistan,"The country is known for its Akhal-Teke horses, a breed famous for their speed, endurance, and metallic sheen.",https://en.wikipedia.org/wiki/Akhal-Teke,"The country has a policy of neutrality, which was recognized by the United Nations in 1995.",https://en.wikipedia.org/wiki/Foreign_relations_of_Turkmenistan#Neutrality,The country has a unique architectural feature in its capital: the world's largest indoor Ferris wheel.,https://en.wikipedia.org/wiki/Ashgabat#Architecture,"The country has a tradition of carpet weaving, and its carpets are considered a national symbol.",https://en.wikipedia.org/wiki/Turkmen_carpet,"The country has a law that mandates free electricity, water, and natural gas for its citizens, although this policy has been subject to changes.",https://en.wikipedia.org/wiki/Economy_of_Turkmenistan#Energy_subsidies,The country has a unique alphabet that was changed from Cyrillic to Latin script in 1993.,https://en.wikipedia.org/wiki/Turkmen_alphabet,"The country is known for its strict internet censorship, with only one state-controlled internet service provider.",https://en.wikipedia.org/wiki/Internet_in_Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,Africa,Kampala,UGA,The country is home to the world's largest population of mountain gorillas.,https://en.wikipedia.org/wiki/Mountain_gorilla,"The equator runs through the country, and you can stand in both the Northern and Southern Hemispheres at the same time.",https://en.wikipedia.org/wiki/Equator,"The country has a unique traditional dance called the Bwola, performed by the Acholi people.",https://en.wikipedia.org/wiki/Acholi_people,"The country is known for its Rolex, a popular street food that combines an omelette with vegetables wrapped in a chapati.",https://en.wikipedia.org/wiki/Rolex_(food),"Lake Victoria, the largest lake in Africa, is partly located in the country.",https://en.wikipedia.org/wiki/Lake_Victoria,The country is one of the few places where you can find the endangered shoebill stork.,https://en.wikipedia.org/wiki/Shoebill,The country has a unique tree-climbing lion population in Queen Elizabeth National Park.,https://en.wikipedia.org/wiki/Queen_Elizabeth_National_Park,"The country is home to the source of the Nile River, the longest river in the world.",https://en.wikipedia.org/wiki/Nile,"The country has a vibrant music scene, with a popular genre called Kadongo Kamu, which means 'one guitar'.",https://en.wikipedia.org/wiki/Kadongo_kamu,"The country is known for its diverse ethnic groups, with over 50 different tribes.",https://en.wikipedia.org/wiki/Ethnic_groups_in_Uganda,"The country has a unique crater lake called Lake Bunyonyi, known for its depth and beauty.",https://en.wikipedia.org/wiki/Lake_Bunyonyi,"The country is one of the top producers of coffee in Africa, particularly known for its Robusta coffee.",https://en.wikipedia.org/wiki/Coffee_production_in_Uganda,"The country has a unique cultural heritage site, the Kasubi Tombs, which are traditional burial grounds for the Buganda kings.",https://en.wikipedia.org/wiki/Kasubi_Tombs,"The country is home to the Rwenzori Mountains, also known as the 'Mountains of the Moon'.",https://en.wikipedia.org/wiki/Rwenzori_Mountains,"The country has a unique national park, Bwindi Impenetrable National Park, known for its biodiversity and gorilla trekking.",https://en.wikipedia.org/wiki/Bwindi_Impenetrable_National_Park,"The country has a traditional dish called Luwombo, which is a stew steamed in banana leaves.",https://en.wikipedia.org/wiki/Luwombo,"The country has a unique festival called the Nyege Nyege Festival, which celebrates music and arts from across Africa.",https://en.wikipedia.org/wiki/Nyege_Nyege_Festival,"The country is home to the endangered Rothschild's giraffe, which can be found in Murchison Falls National Park.",https://en.wikipedia.org/wiki/Rothschild%27s_giraffe,"The country has a unique traditional sport called Omweso, a type of mancala game played with seeds and a wooden board.",https://en.wikipedia.org/wiki/Omweso,"The country has a rich tradition of storytelling, with folktales that have been passed down through generations.",https://en.wikipedia.org/wiki/Ugandan_folktales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ukraine,Europe,Kyiv,UKR,"The world's deepest metro station, Arsenalna, is located here, reaching a depth of 105.5 meters (346 feet).",https://en.wikipedia.org/wiki/Arsenalna_(Kyiv_Metro),"The geographical center of Europe is claimed to be located in this country, near the town of Rakhiv.",https://en.wikipedia.org/wiki/Geographical_centre_of_Europe,"The Tunnel of Love, a natural railway tunnel surrounded by green arches, is a popular tourist attraction.",https://en.wikipedia.org/wiki/Tunnel_of_Love_(railway),"The country is home to the world's largest aircraft, the Antonov An-225 Mriya.",https://en.wikipedia.org/wiki/Antonov_An-225_Mriya,"The traditional Easter egg, known as pysanka, originates from this country.",https://en.wikipedia.org/wiki/Pysanka,"The country has a unique tradition of celebrating Christmas on January 7th, following the Julian calendar.",https://en.wikipedia.org/wiki/Christmas_in_Ukraine,"The national dish, borscht, is a beet soup that is popular in many Eastern European countries.",https://en.wikipedia.org/wiki/Borscht,"The country is known for its vibrant and colorful embroidery, which is an important part of its cultural heritage.",https://en.wikipedia.org/wiki/Ukrainian_embroidery,"The Carpathian Mountains, located in the western part of the country, are home to a diverse range of wildlife, including brown bears and lynxes.",https://en.wikipedia.org/wiki/Carpathian_Mountains,"The country has a rich tradition of folk music, with instruments such as the bandura and the sopilka being popular.",https://en.wikipedia.org/wiki/Music_of_Ukraine,The country is one of the world's largest producers of sunflower oil.,https://en.wikipedia.org/wiki/Sunflower_oil,"The national currency, the hryvnia, was introduced in 1996, replacing the karbovanets.",https://en.wikipedia.org/wiki/Ukrainian_hryvnia,"The country is home to the Chernobyl Exclusion Zone, a site of a catastrophic nuclear disaster in 1986.",https://en.wikipedia.org/wiki/Chernobyl_disaster,"The country has a unique tradition of painting intricate designs on Easter eggs, known as pysanky.",https://en.wikipedia.org/wiki/Pysanka,"The country is known for its rich tradition of dance, including the energetic hopak dance.",https://en.wikipedia.org/wiki/Hopak,"The country has a strong tradition of winemaking, particularly in the southern regions.",https://en.wikipedia.org/wiki/Ukrainian_wine,"The country is home to the world's largest salt mine, located in the town of Soledar.",https://en.wikipedia.org/wiki/Soledar,"The country has a unique tradition of celebrating Ivana Kupala Day, a midsummer festival with pagan roots.",https://en.wikipedia.org/wiki/Ivana_Kupala_Day,"The country is known for its vibrant and colorful traditional clothing, often featuring intricate embroidery.",https://en.wikipedia.org/wiki/Ukrainian_clothing,"The country has a rich tradition of storytelling, with many folk tales and legends passed down through generations.",https://en.wikipedia.org/wiki/Ukrainian_folklore,"The country is home to the world's largest plane, the Antonov An-225 Mriya, which was designed to transport the Soviet space shuttle.",https://en.wikipedia.org/wiki/Antonov_An-225_Mriya,"The country has a unique tradition of celebrating Malanka, a folk holiday marking the New Year according to the Julian calendar.",https://en.wikipedia.org/wiki/Malanka,"The country is known for its rich tradition of visual arts, including painting, sculpture, and iconography.",https://en.wikipedia.org/wiki/Ukrainian_art,"The country has a unique tradition of celebrating the harvest festival, known as Obzhynky, with music, dance, and feasting.",https://en.wikipedia.org/wiki/Obzhynky,"The country is home to the world's largest gypsum cave, the Optimistic Cave, located in the Ternopil region.",https://en.wikipedia.org/wiki/Optimistic_Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Arab Emirates,Asia,Abu Dhabi,ARE,"The country is home to the world's first seven-star hotel, the Burj Al Arab.",https://en.wikipedia.org/wiki/Burj_Al_Arab,"The country has a Minister of State for Happiness, a position created to promote happiness among residents.",https://en.wikipedia.org/wiki/Minister_of_State_for_Happiness,"The country hosts an annual camel beauty contest, known as the Al Dhafra Festival.",https://en.wikipedia.org/wiki/Al_Dhafra_Festival,The country is known for having the world's longest driverless metro system.,https://en.wikipedia.org/wiki/Dubai_Metro,"The country has a city with a Ferrari-themed amusement park, Ferrari World, which features the world's fastest roller coaster.",https://en.wikipedia.org/wiki/Ferrari_World_Abu_Dhabi,"The country is home to the world's largest hand-woven carpet, located in a mosque.",https://en.wikipedia.org/wiki/Sheikh_Zayed_Mosque,"The country has a man-made archipelago shaped like a world map, known as The World Islands.",https://en.wikipedia.org/wiki/The_World_(archipelago),"The country has a ski resort inside a shopping mall, featuring real snow and penguins.",https://en.wikipedia.org/wiki/Ski_Dubai,"The country is home to the world's tallest building, the Burj Khalifa.",https://en.wikipedia.org/wiki/Burj_Khalifa,The country has a city that hosts an annual shopping festival with mega sales and entertainment events.,https://en.wikipedia.org/wiki/Dubai_Shopping_Festival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Europe,London,GBR,"The world's first postage stamp, the Penny Black, was issued in 1840.",https://en.wikipedia.org/wiki/Penny_Black,The shortest war in history was fought in 1896 and lasted only 38 to 45 minutes.,https://en.wikipedia.org/wiki/Anglo-Zanzibar_War,"It is home to the world's oldest music hall, Wilton's Music Hall, which opened in 1859.",https://en.wikipedia.org/wiki/Wilton%27s_Music_Hall,The first public zoo in the world opened in 1828.,https://en.wikipedia.org/wiki/London_Zoo,The first modern Olympic Games were held in 1908.,https://en.wikipedia.org/wiki/1908_Summer_Olympics,"It has the world's oldest underground railway network, opened in 1863.",https://en.wikipedia.org/wiki/London_Underground,The world's first television broadcast was made in 1927.,https://en.wikipedia.org/wiki/History_of_television,"The first cloned mammal, Dolly the sheep, was created in 1996.",https://en.wikipedia.org/wiki/Dolly_the_sheep,"The world's first national park, Yellowstone, was inspired by a visit to the Lake District.",https://en.wikipedia.org/wiki/Lake_District,"The first computer programmer, Ada Lovelace, was born here.",https://en.wikipedia.org/wiki/Ada_Lovelace,The world's first industrial city was Manchester.,https://en.wikipedia.org/wiki/Manchester,The first modern police force was established in 1829.,https://en.wikipedia.org/wiki/Metropolitan_Police_Service,The first international football match was played in 1872.,https://en.wikipedia.org/wiki/1872_Scotland_vs_England_football_match,The world's first public railway to use steam locomotives was the Stockton and Darlington Railway.,https://en.wikipedia.org/wiki/Stockton_and_Darlington_Railway,The first person to swim the English Channel was Captain Matthew Webb in 1875.,https://en.wikipedia.org/wiki/Matthew_Webb,The first successful blood transfusion was performed in 1818.,https://en.wikipedia.org/wiki/James_Blundell,The first person to run a mile in under four minutes was Roger Bannister in 1954.,https://en.wikipedia.org/wiki/Roger_Bannister,"The first country to legalize same-sex marriage by popular vote was Ireland, but the first to do so by legislation was here.",https://en.wikipedia.org/wiki/Same-sex_marriage_in_the_United_Kingdom,"The first person to reach the summit of Mount Everest was Sir Edmund Hillary, but he was accompanied by a native of this country, Tenzing Norgay.",https://en.wikipedia.org/wiki/Tenzing_Norgay,"The world's first IVF baby, Louise Brown, was born in 1978.",https://en.wikipedia.org/wiki/Louise_Brown,"The first person to fly solo across the Atlantic Ocean was Charles Lindbergh, but the first non-stop transatlantic flight was made by John Alcock and Arthur Brown in 1919.",https://en.wikipedia.org/wiki/Transatlantic_flight_of_Alcock_and_Brown,The first person to break the sound barrier on land was Andy Green in 1997.,https://en.wikipedia.org/wiki/ThrustSSC,"The first person to circumnavigate the globe solo in a hot air balloon was Steve Fossett, but the first successful attempt was made by Brian Jones and Bertrand Piccard in 1999.",https://en.wikipedia.org/wiki/Breitling_Orbiter_3,"The first person to win the Nobel Prize in Literature was Sully Prudhomme, but the first from this country was Rudyard Kipling in 1907.",https://en.wikipedia.org/wiki/Rudyard_Kipling,"The first person to win the Nobel Prize in Physics was Wilhelm Röntgen, but the first from this country was J.J. Thomson in 1906.",https://en.wikipedia.org/wiki/J._J._Thomson,"The first person to win the Nobel Prize in Chemistry was Jacobus Henricus van 't Hoff, but the first from this country was William Ramsay in 1904.",https://en.wikipedia.org/wiki/William_Ramsay,"The first person to win the Nobel Prize in Physiology or Medicine was Emil von Behring, but the first from this country was Ronald Ross in 1902.",https://en.wikipedia.org/wiki/Ronald_Ross,"The first person to win the Nobel Peace Prize was Henry Dunant, but the first from this country was William Randal Cremer in 1903.",https://en.wikipedia.org/wiki/William_Randal_Cremer,"The first person to win the Nobel Prize in Economic Sciences was Ragnar Frisch, but the first from this country was John Hicks in 1972.",https://en.wikipedia.org/wiki/John_Hicks,"The first person to win the Fields Medal was Lars Ahlfors, but the first from this country was Michael Atiyah in 1966.",https://en.wikipedia.org/wiki/Michael_Atiyah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
