Country,Continent,Capital City,Abbreviation,Fact 1,Fact 1 Source,Fact 2,Fact 2 Source,Fact 3,Fact 3 Source,Fact 4,Fact 4 Source,Fact 5,Fact 5 Source,Fact 6,Fact 6 Source,Fact 7,Fact 7 Source,Fact 8,Fact 8 Source,Fact 9,Fact 9 Source,Fact 10,Fact 10 Source
Liberia,Africa,Monrovia,LBR,The national flag is one of only two national flags in the world that is modeled after and resembles the flag of the United States.,https://en.wikipedia.org/wiki/Flag_of_Liberia,"It is home to the world's largest rubber plantation, which was established by the Firestone Tire and Rubber Company in 1926.",https://en.wikipedia.org/wiki/Firestone_Natural_Rubber_Company,"The country was founded by freed American and Caribbean slaves in the early 19th century, making it the first African republic to proclaim its independence.",https://en.wikipedia.org/wiki/History_of_Liberia,"It has a unique tradition of 'Poro' and 'Sande' secret societies, which play a significant role in the social and political life of the country.",https://en.wikipedia.org/wiki/Poro,"The country is one of the few in the world that has a free port, which means that goods can be imported and exported without customs duties.",https://en.wikipedia.org/wiki/Freeport_of_Monrovia,,,,,,,,,,
Libya,Africa,Tripoli,LBY,The country is home to the largest proven oil reserves in Africa.,https://en.wikipedia.org/wiki/Economy_of_Libya,"The Great Man-Made River is the world's largest irrigation project, supplying water to the Sahara Desert.",https://en.wikipedia.org/wiki/Great_Man-Made_River,"The country has no permanent rivers, but it does have a few wadis, which are dry riverbeds that contain water only during times of heavy rain.",https://en.wikipedia.org/wiki/Geography_of_Libya,The country was once part of the Roman Empire and was known as Tripolitania.,https://en.wikipedia.org/wiki/Tripolitania,"The country has a coastline along the Mediterranean Sea that stretches for about 1,770 kilometers (1,100 miles).",https://en.wikipedia.org/wiki/Geography_of_Libya,"The country is home to the ancient city of Leptis Magna, one of the best-preserved Roman cities in the world.",https://en.wikipedia.org/wiki/Leptis_Magna,"The country has a unique flag that was adopted in 2011, featuring red, black, and green horizontal stripes with a white crescent and star in the center.",https://en.wikipedia.org/wiki/Flag_of_Libya,"The country is known for its traditional Tuareg music, which features the use of the imzad, a single-stringed instrument.",https://en.wikipedia.org/wiki/Music_of_Libya,"The country has a desert climate, with the Sahara covering much of its territory, making it one of the driest places on Earth.",https://en.wikipedia.org/wiki/Climate_of_Libya,"The country has a rich history of Berber culture, with the Berber language still spoken by some communities.",https://en.wikipedia.org/wiki/Berbers
Lithuania,Europe,Vilnius,LTU,The country has a dish called 'cepelinai' which translates to 'zeppelins' due to their shape resembling the airships.,https://en.wikipedia.org/wiki/Cepelinai,"It is home to the geographical center of Europe, as determined by the French National Geographic Institute in 1989.",https://en.wikipedia.org/wiki/Geographical_midpoint_of_Europe,"The country has a tradition of making 'tree cakes' known as 'šakotis' or 'raguolis', which are baked on a rotating spit.",https://en.wikipedia.org/wiki/%C5%A0akotis,"Basketball is considered the most popular sport, and the national team is one of the strongest in the world.",https://en.wikipedia.org/wiki/Basketball_in_Lithuania,"The country has a unique festival called 'Užgavėnės', which is a pre-Lenten festival involving masks and pancakes.",https://en.wikipedia.org/wiki/U%C5%BEgav%C4%97n%C4%97s,"It is known for having one of the oldest languages in the world, which is closely related to Sanskrit.",https://en.wikipedia.org/wiki/Lithuanian_language,"The Hill of Crosses is a famous pilgrimage site with over 100,000 crosses, and it symbolizes peaceful resistance.",https://en.wikipedia.org/wiki/Hill_of_Crosses,"The country has a national scent called 'The Scent of the Land', which was created to represent the essence of the nation.",https://en.wikipedia.org/wiki/The_Scent_of_Lithuania,"It has a unique tradition of 'Joninės' or 'Rasos', a midsummer festival celebrating the summer solstice with bonfires and songs.",https://en.wikipedia.org/wiki/Joninės,"The country is home to the only castle in Eastern Europe built on an island, the Trakai Island Castle.",https://en.wikipedia.org/wiki/Trakai_Island_Castle
Luxembourg,Europe,Luxembourg City,LUX,The country has the highest per capita consumption of wine in the world.,https://en.wikipedia.org/wiki/Luxembourg#Culture,It is one of the world's only remaining grand duchies.,https://en.wikipedia.org/wiki/Luxembourg#History,"The national motto is 'Mir wëlle bleiwe wat mir sinn,' which means 'We want to remain what we are.'",https://en.wikipedia.org/wiki/Luxembourg#National_symbols,"It has three official languages: Luxembourgish, French, and German.",https://en.wikipedia.org/wiki/Luxembourg#Languages,The country is home to the only remaining European Court of Justice.,https://en.wikipedia.org/wiki/Luxembourg#Law,It has the highest minimum wage in the European Union.,https://en.wikipedia.org/wiki/Luxembourg#Economy,The country has a unique tradition of 'Bretzelsonndeg' or Pretzel Sunday.,https://en.wikipedia.org/wiki/Luxembourg#Culture,"It is one of the smallest countries in Europe, yet it has a very high GDP per capita.",https://en.wikipedia.org/wiki/Luxembourg#Economy,The country has a national day called 'Nationalfeierdag' celebrated on June 23rd.,https://en.wikipedia.org/wiki/Luxembourg#Public_holidays,"It is known for its extensive network of underground tunnels, known as the Bock Casemates.",https://en.wikipedia.org/wiki/Luxembourg#Tourism
Madagascar,Africa,Antananarivo,MDG,The island is home to the world's largest and smallest chameleons.,https://en.wikipedia.org/wiki/Madagascar#Fauna,"The aye-aye, a type of lemur, is considered a bad omen by locals.",https://en.wikipedia.org/wiki/Aye-aye,It is the fourth largest island in the world.,https://en.wikipedia.org/wiki/Madagascar#Geography,"The island has more than 1000 species of orchids, 85% of which are found nowhere else.",https://en.wikipedia.org/wiki/Orchidaceae#Diversity_and_distribution,The Malagasy language is one of the few in the world that uses the Austronesian language family.,https://en.wikipedia.org/wiki/Malagasy_language,The island's Toliara coral reef is the third largest in the world.,https://en.wikipedia.org/wiki/Toliara#Geography,"The fossa, a carnivorous mammal, is the largest predator on the island.",https://en.wikipedia.org/wiki/Fossa_(animal),"The island is known for its unique baobab trees, which can live for over 1,000 years.",https://en.wikipedia.org/wiki/Adansonia,The island's biodiversity is so unique that it is sometimes referred to as the 'eighth continent.',https://en.wikipedia.org/wiki/Madagascar#Biodiversity,"The island was once home to giant flightless birds called elephant birds, which are now extinct.",https://en.wikipedia.org/wiki/Elephant_bird
Malawi,Africa,Lilongwe,MWI,"The country is home to the world's first freshwater national park, which is also a UNESCO World Heritage Site.",https://en.wikipedia.org/wiki/Lake_Malawi_National_Park,"The country has a unique fish species called the mbuna, which are known for their vibrant colors and are popular in aquariums worldwide.",https://en.wikipedia.org/wiki/Mbuna,"The country has a festival called the Lake of Stars, which is an annual international arts festival held on the shores of a large lake.",https://en.wikipedia.org/wiki/Lake_of_Stars_Festival,"The country is one of the few places where the endangered Mulanje cedar tree is found, which is the national tree.",https://en.wikipedia.org/wiki/Widdringtonia_whytei,"The country has a unique traditional dance called the Gule Wamkulu, which is performed by the Chewa people and is recognized by UNESCO as an intangible cultural heritage.",https://en.wikipedia.org/wiki/Gule_Wamkulu,"The country has a peculiar rock formation known as the Chongoni Rock Art Area, which contains ancient rock art dating back to the Stone Age.",https://en.wikipedia.org/wiki/Chongoni_Rock_Art_Area,"The country has a unique bird species called the Lilian's lovebird, which is endemic to the region.",https://en.wikipedia.org/wiki/Lilian%27s_lovebird,"The country is known for its traditional wooden toys called 'galimoto,' which are made from recycled materials and are popular among children.",https://en.wikipedia.org/wiki/Galimoto,"The country has a peculiar tradition of 'hyena' men, who are hired to perform sexual initiation rituals, a practice that has been widely criticized.",https://en.wikipedia.org/wiki/Human_sexuality_in_Malawi#Hyena_practice,"The country has a unique type of music called 'kwela,' which is a pennywhistle-based street music that originated in the region.",https://en.wikipedia.org/wiki/Kwela
Malaysia,Asia,Kuala Lumpur,MYS,"The world's largest roundabout is located in Putrajaya, with a diameter of 3.5 kilometers.",https://en.wikipedia.org/wiki/Putrajaya#Transportation,"The Rafflesia, the world's largest flower, can be found in its rainforests.",https://en.wikipedia.org/wiki/Rafflesia,"It is home to the world's largest cave chamber, Sarawak Chamber, which can fit several jumbo jets inside.",https://en.wikipedia.org/wiki/Sarawak_Chamber,"The Penang Bridge is one of the longest bridges in Southeast Asia, stretching 13.5 kilometers.",https://en.wikipedia.org/wiki/Penang_Bridge,The country has a king who is elected every five years from among the nine sultans.,https://en.wikipedia.org/wiki/Monarchies_of_Malaysia,"The national dish, Nasi Lemak, is traditionally served wrapped in banana leaves.",https://en.wikipedia.org/wiki/Nasi_lemak,It has a unique rotating monarchy system where the king is elected from nine royal families.,https://en.wikipedia.org/wiki/Monarchies_of_Malaysia,The country is one of the world's largest producers of palm oil.,https://en.wikipedia.org/wiki/Palm_oil_production_in_Malaysia,The Petronas Towers were the tallest buildings in the world from 1998 to 2004.,https://en.wikipedia.org/wiki/Petronas_Towers,"The country is home to the world's oldest tropical rainforest, Taman Negara, which is over 130 million years old.",https://en.wikipedia.org/wiki/Taman_Negara
Mali,Africa,Bamako,MLI,The Great Mosque of Djenné is the largest mud-brick building in the world.,https://en.wikipedia.org/wiki/Great_Mosque_of_Djenn%C3%A9,"The Niger River, which runs through the country, is known as the 'Jewel of the Sahara.'",https://en.wikipedia.org/wiki/Niger_River,The Dogon people are famous for their unique cliffside villages and intricate masks used in traditional ceremonies.,https://en.wikipedia.org/wiki/Dogon_people,"The country is home to the Festival in the Desert, a unique music festival held annually in the Sahara Desert.",https://en.wikipedia.org/wiki/Festival_au_D%C3%A9sert,The Bandiagara Escarpment is a UNESCO World Heritage Site known for its archaeological and ethnological significance.,https://en.wikipedia.org/wiki/Bandiagara_Escarpment,The ancient city of Timbuktu was once a major center of trade and Islamic scholarship.,https://en.wikipedia.org/wiki/Timbuktu,"The country has a rich tradition of storytelling, with griots serving as oral historians and musicians.",https://en.wikipedia.org/wiki/Griot,"The national dish, Tiguadege Na, is a peanut butter stew often served with rice or couscous.",https://en.wikipedia.org/wiki/Malian_cuisine,The country is one of the largest producers of gold in Africa.,https://en.wikipedia.org/wiki/Mining_industry_of_Mali,"The traditional sport of dambe, a form of boxing, is popular among certain ethnic groups.",https://en.wikipedia.org/wiki/Dambe
Mauritania,Africa,Nouakchott,MRT,"The national flag was changed in 2017 to include red stripes, symbolizing the blood shed for independence.",https://en.wikipedia.org/wiki/Flag_of_Mauritania,"The country is one of the last places where slavery is still practiced, despite being officially abolished in 1981.",https://en.wikipedia.org/wiki/Slavery_in_Mauritania,"The Banc d'Arguin National Park is a UNESCO World Heritage site known for its biodiversity, especially migratory birds.",https://en.wikipedia.org/wiki/Banc_d%27Arguin_National_Park,"The country has a unique geological feature known as the Richat Structure, also called the Eye of the Sahara.",https://en.wikipedia.org/wiki/Richat_Structure,"The national dish is 'thieboudienne,' a flavorful fish and rice dish.",https://en.wikipedia.org/wiki/Thieboudienne,"The country has a significant portion of its population living as nomads, although this is decreasing.",https://en.wikipedia.org/wiki/Mauritania#Demographics,"The currency is the ouguiya, one of the few currencies in the world not divisible by 100.",https://en.wikipedia.org/wiki/Mauritanian_ouguiya,"The country has a large iron ore industry, which is a major part of its economy.",https://en.wikipedia.org/wiki/Economy_of_Mauritania,The Adrar Plateau is known for its stunning desert landscapes and ancient rock art.,https://en.wikipedia.org/wiki/Adrar_Plateau,The country has a unique legal system that combines Islamic law with French civil law.,https://en.wikipedia.org/wiki/Legal_system_of_Mauritania
Mexico,N. America,Mexico City,MEX,The Great Pyramid of Cholula is the largest pyramid by volume in the world.,https://en.wikipedia.org/wiki/Great_Pyramid_of_Cholula,"The country is home to the world's smallest volcano, Cuexcomate, which is only 13 meters tall.",https://en.wikipedia.org/wiki/Cuexcomate,The Monarch Butterfly Biosphere Reserve is a UNESCO World Heritage site where millions of monarch butterflies migrate each year.,https://en.wikipedia.org/wiki/Monarch_Butterfly_Biosphere_Reserve,"The country has a rabbit species called the volcano rabbit, which is one of the world's smallest rabbits.",https://en.wikipedia.org/wiki/Volcano_rabbit,The town of Real de Catorce is known for its ghost town status and was a major silver producer in the 18th century.,https://en.wikipedia.org/wiki/Real_de_Catorce,"The country has a unique dish called escamoles, which are ant larvae considered a delicacy.",https://en.wikipedia.org/wiki/Escamol,"The island of Janitzio is famous for its Day of the Dead celebrations, which are among the most vibrant in the country.",https://en.wikipedia.org/wiki/Janitzio,"The country is home to the world's largest tamale, which weighed over a ton and was made in 2010.",https://en.wikipedia.org/wiki/Tamale,"The town of Paracho is renowned for its handcrafted guitars, attracting musicians from around the world.",https://en.wikipedia.org/wiki/Paracho_de_Vergara,"The country has a unique wrestling style known as Lucha Libre, characterized by colorful masks and acrobatic techniques.",https://en.wikipedia.org/wiki/Lucha_libre
Mongolia,Asia,Ulaanbaatar,MNG,"The traditional dwelling is called a ger, which is a portable, round tent covered with skins or felt.",https://en.wikipedia.org/wiki/Ger,"The national festival, Naadam, features three traditional games: wrestling, horse racing, and archery.",https://en.wikipedia.org/wiki/Naadam,The endangered two-humped Bactrian camel is native to the region.,https://en.wikipedia.org/wiki/Bactrian_camel,"The Gobi Desert, one of the world's largest deserts, is located in the southern part of the country.",https://en.wikipedia.org/wiki/Gobi_Desert,"The Khongor Sand Dunes, also known as the Singing Dunes, produce a sound like a plane engine when the sand moves.",https://en.wikipedia.org/wiki/Khongoryn_Els,The endangered snow leopard can be found in the mountainous regions.,https://en.wikipedia.org/wiki/Snow_leopard,"The first cloned camel was born in 2009, named Injannashi.",https://en.wikipedia.org/wiki/Injannashi,"The Orkhon Valley is a UNESCO World Heritage Site, known for its archaeological remains.",https://en.wikipedia.org/wiki/Orkhon_Valley,"The currency is called the tögrög, and it features images of historical figures and landmarks.",https://en.wikipedia.org/wiki/Mongolian_t%C3%B6gr%C3%B6g,"The national drink is airag, a fermented dairy product made from mare's milk.",https://en.wikipedia.org/wiki/Airag
Montenegro,Europe,Podgorica,MNE,"The country has a region called the Bay of Kotor, which is sometimes referred to as Europe's southernmost fjord, although it is actually a submerged river canyon.",https://en.wikipedia.org/wiki/Bay_of_Kotor,"The country is home to one of the world's oldest olive trees, which is over 2,000 years old and located in the town of Bar.",https://en.wikipedia.org/wiki/Stara_Maslina,"The country has a river called the Tara River, which flows through the deepest canyon in Europe, the Tara River Canyon.",https://en.wikipedia.org/wiki/Tara_River_Canyon,"The country has a unique dance called the Oro, which involves forming a circle and imitating the flight of an eagle.",https://en.wikipedia.org/wiki/Oro_(dance),"The country has a small village named Njeguši, famous for its traditional smoked ham and cheese.",https://en.wikipedia.org/wiki/Njegu%C5%A1i,"The country has a national park called Durmitor, which is a UNESCO World Heritage Site and known for its stunning glacial lakes.",https://en.wikipedia.org/wiki/Durmitor,"The country has a unique tradition of building stone houses with roofs made of straw or wooden shingles, known as katuns.",https://en.wikipedia.org/wiki/Katun_(dwelling),"The country has a lake called Skadar Lake, which is the largest lake in Southern Europe and a habitat for a wide variety of bird species.",https://en.wikipedia.org/wiki/Lake_Skadar,"The country has a mountain called Lovćen, which is considered a symbol of national identity and has a mausoleum dedicated to a famous poet and philosopher.",https://en.wikipedia.org/wiki/Lov%C4%87en,"The country has a unique type of wine called Vranac, which is a red wine made from a grape variety indigenous to the region.",https://en.wikipedia.org/wiki/Vranac
Morocco,Africa,Rabat,MAR,"The national drink is mint tea, which is often prepared with a lot of sugar and fresh mint leaves.",https://en.wikipedia.org/wiki/Moroccan_tea_culture,"The Barbary lion, which is now extinct in the wild, was once native to the region and is a national symbol.",https://en.wikipedia.org/wiki/Barbary_lion,"The country is home to the world's largest desert, the Sahara, which covers much of its southeastern region.",https://en.wikipedia.org/wiki/Sahara,"The traditional Berber calendar is still used by some communities, and it is currently over 2,900 years old.",https://en.wikipedia.org/wiki/Berber_calendar,"The country has a unique blue city, Chefchaouen, known for its striking blue-washed buildings.",https://en.wikipedia.org/wiki/Chefchaouen,The Koutoubia Mosque in Marrakesh is the largest mosque in the country and a classic example of Almohad architecture.,https://en.wikipedia.org/wiki/Koutoubia_Mosque,"The country is one of the world's largest producers of phosphates, a key ingredient in fertilizers.",https://en.wikipedia.org/wiki/Phosphate,"The traditional dish, tagine, is named after the earthenware pot in which it is cooked.",https://en.wikipedia.org/wiki/Tagine,"The country has a unique form of music called Gnawa, which combines African, Berber, and Arabic influences.",https://en.wikipedia.org/wiki/Gnawa_music,"The country is home to the oldest university in the world, the University of al-Qarawiyyin, founded in 859 AD.",https://en.wikipedia.org/wiki/University_of_al-Qarawiyyin
Mozambique,Africa,Maputo,MOZ,"The country has a national dance called the 'Nyau', which is performed by men wearing elaborate masks and costumes.",https://en.wikipedia.org/wiki/Nyau,"It is home to the world's largest marine reserve, the Primeiras and Segundas Archipelago.",https://en.wikipedia.org/wiki/Primeiras_and_Segundas_Archipelago,"The country has a unique tradition of 'Timbila', a type of xylophone music that is recognized by UNESCO as an Intangible Cultural Heritage.",https://en.wikipedia.org/wiki/Timbila,"The flag is one of the few in the world to feature a modern weapon, an AK-47, symbolizing defense and vigilance.",https://en.wikipedia.org/wiki/Flag_of_Mozambique,"It is one of the few countries where you can find the rare and endangered Dugong, a marine mammal similar to the manatee.",https://en.wikipedia.org/wiki/Dugong,"The country has a unique blend of Portuguese and African cuisine, with dishes like 'Piri Piri chicken' and 'Matapa'.",https://en.wikipedia.org/wiki/Mozambican_cuisine,"It is home to the Gorongosa National Park, which has been the focus of one of the most ambitious wildlife restoration projects in Africa.",https://en.wikipedia.org/wiki/Gorongosa_National_Park,"The country has a rich tradition of storytelling and oral literature, with tales often featuring animals and mythical creatures.",https://en.wikipedia.org/wiki/Mozambican_literature,"It is one of the few countries where the native language, Makhuwa, is spoken by more people than the official language, Portuguese.",https://en.wikipedia.org/wiki/Makhuwa_language,"The country has a unique form of traditional healing and medicine, which incorporates elements of spirituality and herbal remedies.",https://en.wikipedia.org/wiki/Traditional_African_medicine
Myanmar,Asia,Naypyidaw,MMR,"The country is home to the world's largest book, which is actually a collection of stone tablets inscribed with Buddhist teachings.",https://en.wikipedia.org/wiki/Kuthodaw_Pagoda,"The country has a unique form of wrestling called Lethwei, which is also known as Burmese bareknuckle boxing.",https://en.wikipedia.org/wiki/Lethwei,"The country is one of the few places where the Irrawaddy dolphin can be found, a species known for its distinctive rounded forehead.",https://en.wikipedia.org/wiki/Irrawaddy_dolphin,"The country has a tradition of wearing thanaka, a yellowish-white cosmetic paste made from ground bark, applied to the face and sometimes the arms.",https://en.wikipedia.org/wiki/Thanaka,"The country is known for its floating gardens on Inle Lake, where crops are grown on floating islands of vegetation.",https://en.wikipedia.org/wiki/Inle_Lake,"The country has a unique New Year festival called Thingyan, which involves water throwing and is similar to the Songkran festival in Thailand.",https://en.wikipedia.org/wiki/Thingyan,"The country is home to the Shwedagon Pagoda, which is covered with hundreds of gold plates and the top of the stupa is encrusted with 4,531 diamonds.",https://en.wikipedia.org/wiki/Shwedagon_Pagoda,The country has a unique alphabet that is derived from the Brahmi script and is used to write the official language.,https://en.wikipedia.org/wiki/Burmese_alphabet,"The country has a rich tradition of puppetry, with marionette shows that were once a popular form of royal entertainment.",https://en.wikipedia.org/wiki/Burmese_puppetry,"The country is one of the world's largest producers of jade, with the majority of the world's supply coming from its mines.",https://en.wikipedia.org/wiki/Jade_trade_in_Myanmar
Namibia,Africa,Windhoek,NAM,The country is home to the world's largest population of free-roaming cheetahs.,https://en.wikipedia.org/wiki/Cheetah#Range_and_habitat,"It has the largest underground lake in the world, known as Dragon's Breath Cave.",https://en.wikipedia.org/wiki/Dragon%27s_Breath_Cave,The country is one of the least densely populated countries in the world.,https://en.wikipedia.org/wiki/Demographics_of_Namibia,It is the first country in the world to incorporate environmental protection into its constitution.,https://en.wikipedia.org/wiki/Environmental_issues_in_Namibia,"The country has a desert that is considered the oldest in the world, dating back at least 55 million years.",https://en.wikipedia.org/wiki/Namib_Desert,It is home to the world's largest population of free-roaming black rhinos.,https://en.wikipedia.org/wiki/Black_rhinoceros,"The country has a unique geographical feature known as the Skeleton Coast, famous for its shipwrecks.",https://en.wikipedia.org/wiki/Skeleton_Coast,It is one of the few countries in the world where the desert meets the ocean.,https://en.wikipedia.org/wiki/Namib_Desert,The country has a meteorite that is the largest known intact meteorite on Earth.,https://en.wikipedia.org/wiki/Hoba_meteorite,It is home to the world's largest population of free-roaming lions.,https://en.wikipedia.org/wiki/Lion#Range_and_habitat
Nepal,Asia,Kathmandu,NPL,The only non-rectangular national flag in the world.,https://en.wikipedia.org/wiki/Flag_of_Nepal,"Home to the world's deepest gorge, Kali Gandaki Gorge.",https://en.wikipedia.org/wiki/Kali_Gandaki_Gorge,Has a living goddess known as the Kumari.,https://en.wikipedia.org/wiki/Kumari_(goddess),"The Yeti, a mythical creature, is said to inhabit the Himalayas.",https://en.wikipedia.org/wiki/Yeti,"The only country with altitudinal variation from 59 meters to 8,848 meters within a 200 km span.",https://en.wikipedia.org/wiki/Geography_of_Nepal,,,,,,,,,,
Netherlands,Europe,Amsterdam,NLD,"The country is home to the world's first floating dairy farm, which was established in Rotterdam in 2019.",https://en.wikipedia.org/wiki/Floating_farm,"The Dutch are the world's tallest people, with an average height of 183 cm (6 ft) for men and 170 cm (5 ft 7 in) for women.",https://en.wikipedia.org/wiki/Demographics_of_the_Netherlands#Height,"The country has more bicycles than people, with an estimated 23 million bicycles for a population of 17 million.",https://en.wikipedia.org/wiki/Cycling_in_the_Netherlands,"It is the only country with a national dog, the Keeshond, which is a symbol of Dutch patriotism.",https://en.wikipedia.org/wiki/Keeshond,"The country is famous for its windmills, with over 1,000 still standing today, many of which are used for drainage.",https://en.wikipedia.org/wiki/Windmills_in_the_Netherlands,The Dutch are credited with inventing the first stock exchange in Amsterdam in 1602.,https://en.wikipedia.org/wiki/Amsterdam_Stock_Exchange,"The country has a tradition of 'Sinterklaas' celebrations, which are believed to have influenced the modern Santa Claus.",https://en.wikipedia.org/wiki/Sinterklaas,"The country is known for its innovative water management techniques, including the Delta Works, one of the Seven Wonders of the Modern World.",https://en.wikipedia.org/wiki/Delta_Works,"The Dutch have a unique tradition of 'koekhappen,' a game where participants try to bite a piece of cake hanging from a string without using their hands.",https://en.wikipedia.org/wiki/Koekhappen,"The country is home to the world's largest flower auction, the Aalsmeer Flower Auction, which covers 518,000 square meters.",https://en.wikipedia.org/wiki/Aalsmeer_Flower_Auction
New Zealand,Australia,Wellington,NZL,"The country is home to the world's only flightless parrot, the kakapo.",https://en.wikipedia.org/wiki/Kakapo,It has a hill with one of the longest place names in the world: Taumatawhakatangihangakoauauotamateapokaiwhenuakitanatahu.,https://en.wikipedia.org/wiki/Taumatawhakatangihangakoauauotamateapokaiwhenuakitanatahu,"The country has more sheep than people, with a ratio of approximately 5:1.",https://en.wikipedia.org/wiki/Agriculture_in_New_Zealand#Sheep_farming,It was the first country to grant women the right to vote in 1893.,https://en.wikipedia.org/wiki/Women%27s_suffrage_in_New_Zealand,The country has no native land mammals except for bats.,https://en.wikipedia.org/wiki/Fauna_of_New_Zealand#Mammals,"It is home to the world's smallest dolphin species, the Hector's dolphin.",https://en.wikipedia.org/wiki/Hector%27s_dolphin,"The country has a national wizard, officially appointed by the government.",https://en.wikipedia.org/wiki/The_Wizard_of_New_Zealand,"It has a unique species of glowworm that lights up caves, known as the Arachnocampa luminosa.",https://en.wikipedia.org/wiki/Arachnocampa_luminosa,The country is the setting for the fictional Middle-earth in the Lord of the Rings films.,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings_(film_series)#Filming,"It has a town with a population of only one person, known as the town of Whangamomona.",https://en.wikipedia.org/wiki/Whangamomona
Nicaragua,N. America,Managua,NIC,"The country is home to the world's only dual volcano, Mombacho, which has both an active and dormant crater.",https://en.wikipedia.org/wiki/Mombacho,"Lake Xolotlán, also known as Lake Managua, is one of the few lakes in the world that has freshwater sharks.",https://en.wikipedia.org/wiki/Lake_Managua,"The country has a festival called La Purísima, which is a unique blend of Catholic and indigenous traditions, celebrated with singing and altar displays.",https://en.wikipedia.org/wiki/La_Pur%C3%ADsima,"The national dish, Gallo Pinto, is a colorful mix of rice and beans, and its name translates to 'spotted rooster.'",https://en.wikipedia.org/wiki/Gallo_pinto,"The country has a unique form of wrestling called 'El Güegüense,' which is a satirical drama and dance that dates back to the colonial period.",https://en.wikipedia.org/wiki/El_G%C3%BCeg%C3%BCense,"The country is known for its vibrant and colorful chicken buses, which are repurposed American school buses used for public transportation.",https://en.wikipedia.org/wiki/Chicken_bus,"The country has a unique tree called the 'Madroño,' which is the national tree and is known for its white flowers and red berries.",https://en.wikipedia.org/wiki/Arbutus,"The country is home to the Solentiname Islands, which are known for their primitive art and were once a retreat for poets and artists.",https://en.wikipedia.org/wiki/Solentiname_Islands,"The country has a unique tradition of 'Gigantona' parades, featuring giant puppets that dance through the streets during festivals.",https://en.wikipedia.org/wiki/Gigantona,The country is one of the few places in the world where you can find the rare and endangered Baird's tapir in the wild.,https://en.wikipedia.org/wiki/Baird%27s_tapir
Niger,Africa,Niamey,NER,"The country is home to the world's largest protected area, the Air and Ténéré Natural Reserves, which covers over 7.7 million hectares.",https://en.wikipedia.org/wiki/A%C3%AFr_and_T%C3%A9n%C3%A9r%C3%A9_Natural_Reserves,The national currency is named after a river that does not flow through the country.,https://en.wikipedia.org/wiki/West_African_CFA_franc,"The country has a dinosaur named after it, the Nigersaurus, which was discovered in the Sahara Desert.",https://en.wikipedia.org/wiki/Nigersaurus,"The country is one of the world's top producers of uranium, which is a key component in nuclear energy.",https://en.wikipedia.org/wiki/Uranium_mining_in_Niger,"The country has a festival called Cure Salée, where nomadic tribes gather to celebrate the end of the rainy season.",https://en.wikipedia.org/wiki/Cure_Sal%C3%A9e,"The country is home to the W National Park, which is a UNESCO World Heritage Site shared with two other countries.",https://en.wikipedia.org/wiki/W_National_Park,"The country has a unique traditional wrestling style known as Laamb, which is a popular sport.",https://en.wikipedia.org/wiki/Laamb,"The country has a mosque made entirely of mud, the Agadez Mosque, which is one of the tallest mud-brick structures in the world.",https://en.wikipedia.org/wiki/Agadez_Mosque,"The country has a unique giraffe population, the West African giraffe, which is the last population of its kind in the wild.",https://en.wikipedia.org/wiki/West_African_giraffe,"The country has a national dish called Djerma, which is a millet-based dish often served with vegetables and meat.",https://en.wikipedia.org/wiki/Cuisine_of_Niger
Nigeria,Africa,Abuja,NGA,The country is home to the world's largest diversity of butterflies.,https://en.wikipedia.org/wiki/List_of_butterflies_of_Nigeria,The country has a sacred forest where twins are worshipped.,https://en.wikipedia.org/wiki/Sacred_Grove_of_Osun-Osogbo,The country has a festival where participants wear elaborate masks and costumes to celebrate the spirits of ancestors.,https://en.wikipedia.org/wiki/Eyo_festival,The country is known for a unique form of architecture called 'suspended houses' built on stilts over water.,https://en.wikipedia.org/wiki/Nigerian_architecture,The country has a traditional wrestling sport called 'Dambe' which involves a unique form of boxing with one hand wrapped in a cloth.,https://en.wikipedia.org/wiki/Dambe,,,,,,,,,,
North Korea,Asia,Pyongyang,PRK,"The country has its own calendar system called the Juche calendar, which starts from 1912, the birth year of its founder.",https://en.wikipedia.org/wiki/Juche_calendar,There is a basketball rule in the country where slam dunks are worth three points instead of two.,https://en.wikipedia.org/wiki/Sport_in_North_Korea#Basketball,"The country has a 'three generations of punishment' rule, where if one person commits a crime, their entire family can be punished for three generations.",https://en.wikipedia.org/wiki/Human_rights_in_North_Korea#Three_generations_of_punishment,"There is a city called Kijŏng-dong, which is a fake village built to encourage defection from the neighboring country.",https://en.wikipedia.org/wiki/Kij%C5%8Fng-dong,"The country has its own operating system called Red Star OS, which is based on Linux.",https://en.wikipedia.org/wiki/Red_Star_OS,"There is a flower named after the country's founder, called the Kimilsungia.",https://en.wikipedia.org/wiki/Kimilsungia,The country has a 'Friendship Museum' that houses gifts given to its leaders from around the world.,https://en.wikipedia.org/wiki/International_Friendship_Exhibition,"Traffic lights are rare, and traffic is often directed by female traffic officers.",https://en.wikipedia.org/wiki/Transport_in_North_Korea#Traffic_lights,"The country has a massive stadium, the Rungrado 1st of May Stadium, which is the largest in the world by capacity.",https://en.wikipedia.org/wiki/Rungrado_1st_of_May_Stadium,"There is a unique beer brewed in the country called Taedonggang, which is made using equipment imported from a defunct British brewery.",https://en.wikipedia.org/wiki/Taedonggang_Brewing_Company
